zone,lat,long,crimeRank,educationRank,employmentRank,geographicAccessRank,healthRank,housingRank,incomeRank,rank
http://statistics.data.gov.uk/id/statistical-geography/S01005578,55.4533,-4.61163,4451,2410,2804,2529,2051,3487,2619,2683
http://statistics.data.gov.uk/id/statistical-geography/S01005579,55.45817,-4.55976,4068,4385,5101,435,4407,4934,4747,4268
http://statistics.data.gov.uk/id/statistical-geography/S01005580,55.45242,-4.64054,3485,5749,5901,2459,4117,6163,4343,5244
http://statistics.data.gov.uk/id/statistical-geography/S01005581,55.4554,-4.61858,2771,2974,2389,4311,1432,5545,2372,2478
http://statistics.data.gov.uk/id/statistical-geography/S01005582,55.45277,-4.62775,3046,5394,4383,4884,3534,6197,4249,4912
http://statistics.data.gov.uk/id/statistical-geography/S01005583,55.45644,-4.60346,3533,5223,4539,3731,3886,6355,4878,5135
http://statistics.data.gov.uk/id/statistical-geography/S01005584,55.4583,-4.59615,5837,5737,5758,1073,6104,6397,6112,5803
http://statistics.data.gov.uk/id/statistical-geography/S01005585,55.45957,-4.62534,22,1419,623,5908,278,1477,762,608
http://statistics.data.gov.uk/id/statistical-geography/S01005586,55.46056,-4.63363,326,3164,1304,5985,578,1883,2335,1592
http://statistics.data.gov.uk/id/statistical-geography/S01005587,55.46123,-4.60631,3080,1956,2616,751,1259,3646,2419,1955
http://statistics.data.gov.uk/id/statistical-geography/S01005588,55.4624,-4.62108,1608,4548,1336,3716,546,3496,624,1163
http://statistics.data.gov.uk/id/statistical-geography/S01005589,55.46434,-4.63768,25,2800,733,4878,268,1634,1034,774
http://statistics.data.gov.uk/id/statistical-geography/S01005590,55.46497,-4.62506,108,232,29,4834,69,2197,150,59
http://statistics.data.gov.uk/id/statistical-geography/S01005591,55.46283,-4.60309,641,1056,1238,848,1031,3323,1337,995
http://statistics.data.gov.uk/id/statistical-geography/S01005592,55.46644,-4.62342,224,361,90,4714,103,1184,293,138
http://statistics.data.gov.uk/id/statistical-geography/S01005593,55.46822,-4.59886,1094,152,1249,3133,466,1884,1236,751
http://statistics.data.gov.uk/id/statistical-geography/S01005594,55.46664,-4.63071,135,724,73,5682,94,1503,223,136
http://statistics.data.gov.uk/id/statistical-geography/S01005595,55.46957,-4.5904,1317,39,437,2516,714,2499,391,292
http://statistics.data.gov.uk/id/statistical-geography/S01005596,55.47138,-4.59598,1133,722,512,5087,559,3470,1121,749
http://statistics.data.gov.uk/id/statistical-geography/S01005597,55.46967,-4.61509,618,1440,966,4549,672,2762,1112,1015
http://statistics.data.gov.uk/id/statistical-geography/S01005598,55.46982,-4.62491,162,293,115,6125,41,1481,110,79
http://statistics.data.gov.uk/id/statistical-geography/S01005599,55.47185,-4.60625,1273,1527,1135,5404,1573,2804,1098,1319
http://statistics.data.gov.uk/id/statistical-geography/S01005600,55.47065,-4.61167,121,40,81,5642,89,1793,43,39
http://statistics.data.gov.uk/id/statistical-geography/S01005601,55.47455,-4.52295,4595,1294,2304,959,2513,1906,2737,2116
http://statistics.data.gov.uk/id/statistical-geography/S01005602,55.47239,-4.60166,336,372,442,4855,262,2285,745,431
http://statistics.data.gov.uk/id/statistical-geography/S01005603,55.47178,-4.58786,2323,217,1597,2867,1430,2225,1364,1134
http://statistics.data.gov.uk/id/statistical-geography/S01005604,55.47348,-4.60506,260,150,401,4029,1318,1158,775,469
http://statistics.data.gov.uk/id/statistical-geography/S01005605,55.47399,-4.61949,4497,2933,2208,5451,2080,2637,2547,2744
http://statistics.data.gov.uk/id/statistical-geography/S01005606,55.47183,-4.62789,1149,2291,2272,6218,1452,2805,2695,2357
http://statistics.data.gov.uk/id/statistical-geography/S01005607,55.47522,-4.62122,2254,3215,3865,5486,3754,2974,4674,4426
http://statistics.data.gov.uk/id/statistical-geography/S01005608,55.47762,-4.61324,5617,3899,3689,3180,3667,3593,4901,4563
http://statistics.data.gov.uk/id/statistical-geography/S01005609,55.48078,-4.6087,1988,3952,2040,2390,2716,3125,1554,2171
http://statistics.data.gov.uk/id/statistical-geography/S01005610,55.47806,-4.62229,5790,3996,4049,5764,3030,5275,4899,4905
http://statistics.data.gov.uk/id/statistical-geography/S01005611,55.47495,-4.59107,1129,62,305,3738,34,1389,140,116
http://statistics.data.gov.uk/id/statistical-geography/S01005612,55.48495,-4.59771,4443,4778,5960,986,5742,6171,5242,5301
http://statistics.data.gov.uk/id/statistical-geography/S01005613,55.48051,-4.61628,3656,2444,1954,5131,1968,3718,2481,2460
http://statistics.data.gov.uk/id/statistical-geography/S01005614,55.48779,-4.52273,6250,2357,2452,971,1834,3508,2409,2241
http://statistics.data.gov.uk/id/statistical-geography/S01005615,55.48159,-4.62095,3071,2597,2496,5217,1788,3948,2147,2522
http://statistics.data.gov.uk/id/statistical-geography/S01005616,55.48292,-4.60844,5820,3240,3710,2798,2759,5273,3109,3600
http://statistics.data.gov.uk/id/statistical-geography/S01005617,55.49101,-4.53546,2824,938,2600,1060,2094,1898,2713,1984
http://statistics.data.gov.uk/id/statistical-geography/S01005618,55.48566,-4.61158,4935,1825,1569,4187,1273,3279,1324,1646
http://statistics.data.gov.uk/id/statistical-geography/S01005619,55.48563,-4.60135,4863,4612,5099,1235,6097,6070,5185,5194
http://statistics.data.gov.uk/id/statistical-geography/S01005620,55.48694,-4.61909,1784,4727,3098,4352,3085,5688,3298,3688
http://statistics.data.gov.uk/id/statistical-geography/S01005621,55.48647,-4.6125,2967,2554,2233,4283,2548,2513,1711,2289
http://statistics.data.gov.uk/id/statistical-geography/S01005622,55.48843,-4.60685,5946,5272,4126,1749,3790,5952,4351,4592
http://statistics.data.gov.uk/id/statistical-geography/S01005623,55.49204,-4.59916,3592,2634,3228,1054,1930,5065,2364,2454
http://statistics.data.gov.uk/id/statistical-geography/S01005624,55.49241,-4.61677,4611,5904,5504,3974,5215,5993,6093,6191
http://statistics.data.gov.uk/id/statistical-geography/S01005625,55.49041,-4.61235,4216,4862,4523,3328,5254,5619,4897,5265
http://statistics.data.gov.uk/id/statistical-geography/S01005626,55.49435,-4.59583,4096,2458,2847,1498,1816,1635,2630,2420
http://statistics.data.gov.uk/id/statistical-geography/S01005627,55.49534,-4.60033,5881,4716,3933,2418,3623,5670,4637,4647
http://statistics.data.gov.uk/id/statistical-geography/S01005628,55.49263,-4.52336,2178,1281,1575,1093,983,2991,1858,1371
http://statistics.data.gov.uk/id/statistical-geography/S01005629,55.4961,-4.60687,5620,5944,5389,4344,4491,6049,5548,6005
http://statistics.data.gov.uk/id/statistical-geography/S01005630,55.49754,-4.61092,1950,3884,3555,6112,3555,4387,3292,3970
http://statistics.data.gov.uk/id/statistical-geography/S01005631,55.51063,-4.48301,2976,2636,2412,819,2915,4909,3073,2519
http://statistics.data.gov.uk/id/statistical-geography/S01005632,55.49761,-4.6139,2391,4267,3786,6029,2670,3776,3360,3983
http://statistics.data.gov.uk/id/statistical-geography/S01005633,55.49956,-4.59685,2241,2789,2349,3136,1391,3271,1715,2061
http://statistics.data.gov.uk/id/statistical-geography/S01005634,55.49908,-4.60461,3306,4606,4231,6037,4468,5659,4731,5184
http://statistics.data.gov.uk/id/statistical-geography/S01005635,55.49809,-4.61756,6123,5921,5569,4067,4314,5710,5412,5973
http://statistics.data.gov.uk/id/statistical-geography/S01005636,55.5021,-4.60513,4472,5400,4533,6053,4246,5329,4458,5356
http://statistics.data.gov.uk/id/statistical-geography/S01005637,55.51609,-4.60074,1627,3688,4132,697,2860,4731,3691,3227
http://statistics.data.gov.uk/id/statistical-geography/S01005638,55.50457,-4.60996,3763,4807,4322,5566,4238,5979,4778,5220
http://statistics.data.gov.uk/id/statistical-geography/S01005639,55.51274,-4.48093,2450,582,1866,4324,834,3384,2093,1514
http://statistics.data.gov.uk/id/statistical-geography/S01005640,55.51975,-4.6021,4732,3308,4496,777,4912,3100,3684,3869
http://statistics.data.gov.uk/id/statistical-geography/S01005641,55.51466,-4.488,3512,3436,3142,502,2503,4642,2962,2678
http://statistics.data.gov.uk/id/statistical-geography/S01005642,55.53525,-4.64463,4859,6052,5884,1522,4217,6463,5874,5641
http://statistics.data.gov.uk/id/statistical-geography/S01005643,55.53813,-4.65164,5183,6032,4822,3642,3988,6378,5034,5483
http://statistics.data.gov.uk/id/statistical-geography/S01005644,55.54409,-4.6324,5729,6237,6178,1167,6084,6454,6162,6029
http://statistics.data.gov.uk/id/statistical-geography/S01005645,55.54582,-4.64746,4507,5796,5290,3935,5107,5701,5885,6034
http://statistics.data.gov.uk/id/statistical-geography/S01005646,55.54319,-4.66355,277,2950,2045,6299,2177,1731,3168,2474
http://statistics.data.gov.uk/id/statistical-geography/S01005647,55.54406,-4.65859,1961,6232,5230,6319,2641,4498,3988,4950
http://statistics.data.gov.uk/id/statistical-geography/S01005648,55.55075,-4.56282,4659,3981,2195,1404,2258,4583,3047,2722
http://statistics.data.gov.uk/id/statistical-geography/S01005649,55.54248,-4.6721,1525,2833,1884,3290,1331,1841,1984,1939
http://statistics.data.gov.uk/id/statistical-geography/S01005650,55.54918,-4.63813,4102,923,1469,3006,1599,3042,2018,1642
http://statistics.data.gov.uk/id/statistical-geography/S01005651,55.54752,-4.65486,2794,2375,1047,4877,1459,1704,1230,1453
http://statistics.data.gov.uk/id/statistical-geography/S01005652,55.55844,-4.54774,5453,4575,4392,642,5089,4306,4429,4309
http://statistics.data.gov.uk/id/statistical-geography/S01005653,55.55093,-4.63634,3427,2716,2631,3151,2496,3878,2569,2778
http://statistics.data.gov.uk/id/statistical-geography/S01005654,55.55145,-4.64921,5392,3801,3230,2294,2143,5923,3501,3422
http://statistics.data.gov.uk/id/statistical-geography/S01005655,55.55118,-4.62531,5322,5293,4907,1085,3847,4949,5530,4940
http://statistics.data.gov.uk/id/statistical-geography/S01005656,55.5514,-4.65604,2228,1329,596,5406,442,1590,773,770
http://statistics.data.gov.uk/id/statistical-geography/S01005657,55.55149,-4.65265,4936,3895,4587,3043,3160,4864,2449,3783
http://statistics.data.gov.uk/id/statistical-geography/S01005658,55.55417,-4.63911,5280,5106,5134,3062,5092,5590,5628,5717
http://statistics.data.gov.uk/id/statistical-geography/S01005659,55.55764,-4.64326,4742,5707,5823,3345,4673,6443,6245,6144
http://statistics.data.gov.uk/id/statistical-geography/S01005660,55.55804,-4.65252,2879,2596,2173,3774,1857,2835,2363,2367
http://statistics.data.gov.uk/id/statistical-geography/S01005661,55.55878,-4.63946,6414,4421,5282,4756,5226,4916,4060,5426
http://statistics.data.gov.uk/id/statistical-geography/S01005662,55.56103,-4.6493,5560,5741,5851,1249,6179,6339,5738,5798
http://statistics.data.gov.uk/id/statistical-geography/S01005663,55.56338,-4.65445,4675,4916,5538,1234,5695,6234,5552,5412
http://statistics.data.gov.uk/id/statistical-geography/S01005664,55.56405,-4.64452,6254,5708,6026,1614,5703,6386,6380,6100
http://statistics.data.gov.uk/id/statistical-geography/S01005665,55.56571,-4.63922,6179,5665,5268,1403,6226,5742,5682,5676
http://statistics.data.gov.uk/id/statistical-geography/S01005666,55.57616,-4.59139,5054,1744,2749,1180,2560,2857,2525,2359
http://statistics.data.gov.uk/id/statistical-geography/S01005667,55.57889,-4.59823,4197,3521,3130,2263,3212,5130,4139,3754
http://statistics.data.gov.uk/id/statistical-geography/S01005668,55.58183,-4.59494,3053,2884,2928,933,2253,3772,3842,2876
http://statistics.data.gov.uk/id/statistical-geography/S01005669,55.46015,-3.64193,4202,3080,3238,210,4493,3490,3601,2923
http://statistics.data.gov.uk/id/statistical-geography/S01005670,55.49532,-3.77466,1669,2825,3212,175,4544,2808,2451,2309
http://statistics.data.gov.uk/id/statistical-geography/S01005671,55.49661,-3.69024,3661,2892,3535,413,5160,4585,4463,3459
http://statistics.data.gov.uk/id/statistical-geography/S01005672,55.55274,-3.84402,3898,425,930,2413,1491,2724,844,895
http://statistics.data.gov.uk/id/statistical-geography/S01005673,55.61018,-3.55776,5704,5421,4200,695,5908,3998,5134,4748
http://statistics.data.gov.uk/id/statistical-geography/S01005674,55.55679,-3.84462,2123,2661,2519,2682,3444,3402,2202,2601
http://statistics.data.gov.uk/id/statistical-geography/S01005675,55.59607,-3.78257,1468,271,452,1633,1285,2614,496,462
http://statistics.data.gov.uk/id/statistical-geography/S01005676,55.59299,-3.88638,2611,610,1618,1051,2104,1957,1936,1408
http://statistics.data.gov.uk/id/statistical-geography/S01005677,55.62608,-3.71104,2621,4934,4686,172,5791,5327,4678,3989
http://statistics.data.gov.uk/id/statistical-geography/S01005678,55.60254,-3.60203,6057,5270,4470,744,5465,5213,4500,4641
http://statistics.data.gov.uk/id/statistical-geography/S01005679,55.597,-3.8886,3055,706,2178,746,4004,2793,2988,2011
http://statistics.data.gov.uk/id/statistical-geography/S01005680,55.62591,-3.90603,5277,4263,4195,289,2709,5061,3198,3125
http://statistics.data.gov.uk/id/statistical-geography/S01005681,55.62607,-3.51662,4525,5107,4853,4653,4457,4695,3902,5126
http://statistics.data.gov.uk/id/statistical-geography/S01005682,55.62329,-3.52366,2953,6121,5908,6388,6142,5200,5501,6348
http://statistics.data.gov.uk/id/statistical-geography/S01005683,55.62975,-3.8802,712,18,411,2491,1864,1680,553,383
http://statistics.data.gov.uk/id/statistical-geography/S01005684,55.63286,-3.88013,4997,1026,2186,3402,2939,2502,1873,2100
http://statistics.data.gov.uk/id/statistical-geography/S01005685,55.65712,-4.11805,3914,5116,5888,116,5197,4331,6033,4599
http://statistics.data.gov.uk/id/statistical-geography/S01005686,55.63817,-3.88766,2657,3132,2813,6377,5535,2840,2718,3606
http://statistics.data.gov.uk/id/statistical-geography/S01005687,55.65399,-3.86857,3445,4170,4895,485,6212,3940,5314,4575
http://statistics.data.gov.uk/id/statistical-geography/S01005688,55.64693,-3.89088,2290,3437,4054,3862,5220,5208,4324,4581
http://statistics.data.gov.uk/id/statistical-geography/S01005689,55.65216,-4.04149,6047,5451,5893,396,5812,5833,5901,5245
http://statistics.data.gov.uk/id/statistical-geography/S01005690,55.62446,-3.53053,6230,3879,4746,677,5398,3666,3856,4178
http://statistics.data.gov.uk/id/statistical-geography/S01005691,55.66579,-3.80502,3381,4305,3988,445,5827,4948,3848,3805
http://statistics.data.gov.uk/id/statistical-geography/S01005692,55.64688,-3.62412,5548,3782,3672,228,4156,3521,3250,3086
http://statistics.data.gov.uk/id/statistical-geography/S01005693,55.67051,-3.76661,3652,5513,4891,4075,3998,6176,5091,5413
http://statistics.data.gov.uk/id/statistical-geography/S01005694,55.66363,-3.91621,2187,526,1638,3432,1183,2411,1062,1165
http://statistics.data.gov.uk/id/statistical-geography/S01005695,55.6664,-3.77273,987,1639,1603,1160,5004,2775,1961,1835
http://statistics.data.gov.uk/id/statistical-geography/S01005696,55.66721,-3.91602,3689,3058,1999,4967,1997,3217,2360,2537
http://statistics.data.gov.uk/id/statistical-geography/S01005697,55.66796,-3.92003,1363,998,961,5539,1479,3189,737,1024
http://statistics.data.gov.uk/id/statistical-geography/S01005698,55.66627,-3.9244,2355,3415,3816,4568,2800,4638,4605,4184
http://statistics.data.gov.uk/id/statistical-geography/S01005699,55.67287,-3.77911,249,3669,1511,5773,2785,4398,2085,2130
http://statistics.data.gov.uk/id/statistical-geography/S01005700,55.6733,-4.06167,5187,4119,2550,3506,2986,5628,3980,3731
http://statistics.data.gov.uk/id/statistical-geography/S01005701,55.67474,-3.76431,727,951,969,5082,1963,2317,741,1009
http://statistics.data.gov.uk/id/statistical-geography/S01005702,55.67323,-3.81866,5670,1582,1534,653,3587,3152,1862,1746
http://statistics.data.gov.uk/id/statistical-geography/S01005703,55.67226,-3.92104,5793,4955,5140,3263,5070,6131,5810,5829
http://statistics.data.gov.uk/id/statistical-geography/S01005704,55.67511,-3.76676,2697,1091,1337,5540,2654,3425,1899,1805
http://statistics.data.gov.uk/id/statistical-geography/S01005705,55.66532,-3.70988,5213,3844,3703,268,4062,4869,4591,3527
http://statistics.data.gov.uk/id/statistical-geography/S01005706,55.67549,-3.78777,5961,5854,5608,3572,6081,6245,5240,6129
http://statistics.data.gov.uk/id/statistical-geography/S01005707,55.67529,-3.7786,305,1679,781,5324,1650,3059,992,1091
http://statistics.data.gov.uk/id/statistical-geography/S01005708,55.6763,-3.77158,993,1928,2688,6054,3662,3691,2295,2701
http://statistics.data.gov.uk/id/statistical-geography/S01005709,55.67337,-4.06295,2982,2215,1658,3992,2203,2200,1793,2000
http://statistics.data.gov.uk/id/statistical-geography/S01005710,55.67638,-3.92204,4850,3671,4528,1128,5366,5409,5290,4747
http://statistics.data.gov.uk/id/statistical-geography/S01005711,55.6734,-4.07202,3906,5990,5108,5671,4373,5584,5257,5852
http://statistics.data.gov.uk/id/statistical-geography/S01005712,55.67959,-3.76776,1811,2145,1870,3656,3017,3611,2673,2408
http://statistics.data.gov.uk/id/statistical-geography/S01005713,55.67808,-3.78518,3616,4745,3103,3355,4898,5681,4879,4622
http://statistics.data.gov.uk/id/statistical-geography/S01005714,55.69298,-3.98465,2713,3233,3351,3761,2232,5284,3505,3430
http://statistics.data.gov.uk/id/statistical-geography/S01005715,55.67978,-3.77365,3925,2820,2410,2291,4484,4316,3559,3263
http://statistics.data.gov.uk/id/statistical-geography/S01005716,55.67531,-4.07759,5761,6204,5517,3201,5916,6404,6050,6265
http://statistics.data.gov.uk/id/statistical-geography/S01005717,55.68087,-3.76638,6152,4704,4801,2811,5969,4715,5294,5568
http://statistics.data.gov.uk/id/statistical-geography/S01005718,55.678,-4.06431,2729,3822,2791,6459,3200,3613,2795,3434
http://statistics.data.gov.uk/id/statistical-geography/S01005719,55.67989,-4.07535,3438,5689,5486,4544,5960,4364,5415,6033
http://statistics.data.gov.uk/id/statistical-geography/S01005720,55.6819,-4.05783,6361,5801,5375,5227,5894,5782,5895,6354
http://statistics.data.gov.uk/id/statistical-geography/S01005721,55.68945,-3.66686,2892,1231,1498,1532,2445,3146,592,1152
http://statistics.data.gov.uk/id/statistical-geography/S01005722,55.6809,-4.07545,4602,5239,5404,2721,5945,5797,4861,5627
http://statistics.data.gov.uk/id/statistical-geography/S01005723,55.68188,-4.06625,3591,4094,3269,5617,3287,4389,2958,3821
http://statistics.data.gov.uk/id/statistical-geography/S01005724,55.6838,-4.06254,6116,6195,5703,3993,5321,6329,6179,6357
http://statistics.data.gov.uk/id/statistical-geography/S01005725,55.69867,-3.62302,2640,3873,3804,835,4300,5483,4520,3873
http://statistics.data.gov.uk/id/statistical-geography/S01005726,55.68696,-3.77474,4041,3659,3446,670,3110,2956,3591,3179
http://statistics.data.gov.uk/id/statistical-geography/S01005727,55.69368,-3.8752,5242,3149,4179,478,3911,4939,3855,3502
http://statistics.data.gov.uk/id/statistical-geography/S01005728,55.68735,-3.99464,1930,1920,1909,3324,3788,3578,2957,2566
http://statistics.data.gov.uk/id/statistical-geography/S01005729,55.68863,-3.99047,1675,424,418,3830,1564,1997,1746,887
http://statistics.data.gov.uk/id/statistical-geography/S01005730,55.69485,-3.69198,2265,2551,2184,3490,2837,3429,3075,2753
http://statistics.data.gov.uk/id/statistical-geography/S01005731,55.69205,-3.98756,1837,3048,1845,5474,2887,3123,2317,2523
http://statistics.data.gov.uk/id/statistical-geography/S01005732,55.69967,-3.62163,899,2073,2115,1673,1901,2600,2205,1909
http://statistics.data.gov.uk/id/statistical-geography/S01005733,55.68755,-4.06145,5035,5618,4061,1774,3870,5645,4146,4509
http://statistics.data.gov.uk/id/statistical-geography/S01005734,55.69733,-3.86901,3813,4882,4217,733,5146,5282,4178,4197
http://statistics.data.gov.uk/id/statistical-geography/S01005735,55.68998,-3.99859,4180,3958,4744,2652,3312,5278,4648,4678
http://statistics.data.gov.uk/id/statistical-geography/S01005736,55.69773,-3.98742,3169,4723,3592,5845,1179,5516,3365,3532
http://statistics.data.gov.uk/id/statistical-geography/S01005737,55.70124,-3.97498,2260,800,1765,4442,3334,3999,2138,1987
http://statistics.data.gov.uk/id/statistical-geography/S01005738,55.70868,-3.91044,2811,1262,1585,506,2977,1455,1891,1530
http://statistics.data.gov.uk/id/statistical-geography/S01005739,55.7018,-3.65116,3277,3216,1800,434,3420,4890,3874,2471
http://statistics.data.gov.uk/id/statistical-geography/S01005740,55.7101,-3.51605,5629,5319,4050,91,6011,3086,4071,3646
http://statistics.data.gov.uk/id/statistical-geography/S01005741,55.70318,-4.02107,4814,4613,3805,599,3934,3960,3738,3654
http://statistics.data.gov.uk/id/statistical-geography/S01005742,55.71196,-3.84104,3610,3875,3638,829,2826,4572,3767,3343
http://statistics.data.gov.uk/id/statistical-geography/S01005743,55.72884,-3.81097,5695,5489,5529,626,5402,6314,5714,5234
http://statistics.data.gov.uk/id/statistical-geography/S01005744,55.72372,-3.96831,3871,618,2540,3041,1151,1501,2137,1731
http://statistics.data.gov.uk/id/statistical-geography/S01005745,55.72763,-3.93349,4104,1359,1928,774,1253,1829,1237,1331
http://statistics.data.gov.uk/id/statistical-geography/S01005746,55.73856,-4.03439,4342,3997,4321,604,3598,4576,4224,3830
http://statistics.data.gov.uk/id/statistical-geography/S01005747,55.72646,-3.82624,2828,3290,2857,2779,5097,4162,3117,3471
http://statistics.data.gov.uk/id/statistical-geography/S01005748,55.72602,-3.97066,1765,1648,395,3166,818,991,491,619
http://statistics.data.gov.uk/id/statistical-geography/S01005749,55.71277,-4.09675,6104,4010,4471,545,4410,5805,4522,4156
http://statistics.data.gov.uk/id/statistical-geography/S01005750,55.72934,-3.84358,2373,1786,1643,1762,2224,4765,2117,1869
http://statistics.data.gov.uk/id/statistical-geography/S01005751,55.7308,-3.81759,4076,2614,3186,1845,4802,4844,3548,3522
http://statistics.data.gov.uk/id/statistical-geography/S01005752,55.72649,-3.97514,1373,44,720,2207,1843,1967,364,428
http://statistics.data.gov.uk/id/statistical-geography/S01005753,55.72934,-3.83257,4097,2373,2453,4887,2776,3824,2936,3008
http://statistics.data.gov.uk/id/statistical-geography/S01005754,55.72926,-3.83912,1943,4052,2896,5035,3331,4678,3396,3648
http://statistics.data.gov.uk/id/statistical-geography/S01005755,55.73038,-3.96196,456,612,772,4658,941,1363,470,633
http://statistics.data.gov.uk/id/statistical-geography/S01005756,55.73125,-3.82957,1494,486,1332,4038,2490,1437,1565,1354
http://statistics.data.gov.uk/id/statistical-geography/S01005757,55.72906,-3.97177,578,198,208,5134,1499,2536,270,289
http://statistics.data.gov.uk/id/statistical-geography/S01005758,55.73198,-3.82515,2042,1966,2581,3120,2763,3027,2208,2407
http://statistics.data.gov.uk/id/statistical-geography/S01005759,55.73069,-3.97121,365,148,617,5008,588,1521,851,518
http://statistics.data.gov.uk/id/statistical-geography/S01005760,55.73542,-3.98419,2236,3966,4004,3556,4061,4817,3974,4298
http://statistics.data.gov.uk/id/statistical-geography/S01005761,55.73325,-3.84945,3285,5285,4721,2416,4994,5614,5194,5227
http://statistics.data.gov.uk/id/statistical-geography/S01005762,55.73158,-3.95453,1732,450,644,2898,336,667,880,584
http://statistics.data.gov.uk/id/statistical-geography/S01005763,55.77898,-4.11525,4466,4598,4546,546,3193,5171,4488,3964
http://statistics.data.gov.uk/id/statistical-geography/S01005764,55.73312,-3.95923,799,969,409,3966,958,2028,516,574
http://statistics.data.gov.uk/id/statistical-geography/S01005765,55.73582,-3.83041,317,1404,921,5816,1006,2222,850,961
http://statistics.data.gov.uk/id/statistical-geography/S01005766,55.73639,-3.84464,3446,4412,2765,4846,4264,4570,3195,3854
http://statistics.data.gov.uk/id/statistical-geography/S01005767,55.73559,-3.85216,6487,5029,4674,1674,6321,4946,5104,5329
http://statistics.data.gov.uk/id/statistical-geography/S01005768,55.73295,-3.96815,479,1595,2001,6150,2029,3110,2213,2027
http://statistics.data.gov.uk/id/statistical-geography/S01005769,55.73376,-3.9642,646,984,1118,5371,1765,2065,927,1142
http://statistics.data.gov.uk/id/statistical-geography/S01005770,55.7376,-3.83839,790,2214,1397,5873,1359,2934,1679,1659
http://statistics.data.gov.uk/id/statistical-geography/S01005771,55.73569,-3.95585,5850,5585,4489,4241,5683,5801,5563,5863
http://statistics.data.gov.uk/id/statistical-geography/S01005772,55.73669,-3.96642,3050,4498,4983,5724,5204,5528,4803,5517
http://statistics.data.gov.uk/id/statistical-geography/S01005773,55.73897,-3.84695,5863,5044,5005,3521,4579,5831,5399,5631
http://statistics.data.gov.uk/id/statistical-geography/S01005774,55.74054,-3.83423,3874,2197,3340,3100,3415,1739,3317,3293
http://statistics.data.gov.uk/id/statistical-geography/S01005775,55.7369,-3.98024,2387,1619,1556,5018,2498,2747,1842,1952
http://statistics.data.gov.uk/id/statistical-geography/S01005776,55.73903,-3.96669,3388,3674,3139,5847,5403,4437,3587,4280
http://statistics.data.gov.uk/id/statistical-geography/S01005777,55.74209,-3.82862,4379,2901,3536,2189,3241,4291,3074,3372
http://statistics.data.gov.uk/id/statistical-geography/S01005778,55.7401,-3.84071,2594,2747,1372,3612,2317,3109,2376,2135
http://statistics.data.gov.uk/id/statistical-geography/S01005779,55.72685,-3.92627,4141,4474,4187,641,4396,4860,4337,4044
http://statistics.data.gov.uk/id/statistical-geography/S01005780,55.73772,-4.20517,6060,5249,5699,1954,5786,6442,6249,6014
http://statistics.data.gov.uk/id/statistical-geography/S01005781,55.7415,-3.97346,2002,2599,2230,6211,1088,2370,2160,2204
http://statistics.data.gov.uk/id/statistical-geography/S01005782,55.74299,-3.96641,1358,2476,1416,5201,1625,2532,1051,1518
http://statistics.data.gov.uk/id/statistical-geography/S01005783,55.73722,-3.82953,3945,3206,4332,836,6048,4628,4445,4192
http://statistics.data.gov.uk/id/statistical-geography/S01005784,55.73959,-4.19878,4459,5438,4062,4285,3691,6271,3633,4661
http://statistics.data.gov.uk/id/statistical-geography/S01005785,55.74654,-3.88178,4103,5136,5003,2393,5219,5494,5475,5460
http://statistics.data.gov.uk/id/statistical-geography/S01005786,55.74376,-4.18616,4150,2943,2967,1158,3341,1695,2693,2795
http://statistics.data.gov.uk/id/statistical-geography/S01005787,55.73998,-4.20517,3133,3318,4207,5268,4321,3305,3721,4417
http://statistics.data.gov.uk/id/statistical-geography/S01005788,55.74583,-3.97946,2709,2460,1871,3251,3343,3897,1764,2220
http://statistics.data.gov.uk/id/statistical-geography/S01005789,55.74223,-4.17651,5799,4081,3673,1126,3706,2170,4163,3871
http://statistics.data.gov.uk/id/statistical-geography/S01005790,55.74204,-4.21203,3023,2229,2650,5222,3010,2330,2379,2821
http://statistics.data.gov.uk/id/statistical-geography/S01005791,55.74804,-3.88461,4662,3144,3397,4021,5076,3026,4239,4351
http://statistics.data.gov.uk/id/statistical-geography/S01005792,55.74389,-4.19445,3280,1385,1873,3532,1355,2268,1224,1565
http://statistics.data.gov.uk/id/statistical-geography/S01005793,55.74584,-4.22085,2770,2522,3579,2093,4680,2436,3000,3331
http://statistics.data.gov.uk/id/statistical-geography/S01005794,55.74573,-3.97452,5714,3831,4059,4165,3595,5359,4545,4746
http://statistics.data.gov.uk/id/statistical-geography/S01005795,55.74323,-4.21608,1789,1371,1957,3926,2573,3334,1962,2015
http://statistics.data.gov.uk/id/statistical-geography/S01005796,55.74359,-3.87223,2888,3173,3772,923,4471,4476,4366,3748
http://statistics.data.gov.uk/id/statistical-geography/S01005797,55.74719,-3.9841,5727,5515,5585,1964,5349,6243,5298,5670
http://statistics.data.gov.uk/id/statistical-geography/S01005798,55.74448,-4.20117,3188,2532,2156,5538,2329,3182,2198,2533
http://statistics.data.gov.uk/id/statistical-geography/S01005799,55.74531,-4.21046,2262,2416,2897,5112,1567,3400,2343,2585
http://statistics.data.gov.uk/id/statistical-geography/S01005800,55.7504,-3.88197,2534,2354,2055,4171,2381,3557,3709,2848
http://statistics.data.gov.uk/id/statistical-geography/S01005801,55.74471,-4.17832,4246,2564,3385,1205,3104,3150,3379,3112
